date,Dubai,Brent,WTI,,
2017-10-25,56.2,58.44,52.18,,
2017-10-26,56.21,59.3,52.64,,
2017-10-27,57,60.44,53.9,,
2017-10-30,58.33,60.9,54.15,,
2017-10-31,58.32,61.37,54.38,,
2017-11-01,59.61,60.49,54.3,,
2017-11-02,58.58,60.62,54.54,,
2017-11-03,58.93,62.07,55.64,,
2017-11-06,60.58,64.27,57.35,,
2017-11-07,62.39,63.69,57.2,,
2017-11-08,61.8,63.49,56.81,,
2017-11-09,61.61,63.93,57.17,,
2017-11-10,62.06,63.52,56.74,,
2017-11-13,61.63,63.16,56.76,,
2017-11-14,61.25,62.21,55.7,,
2017-11-15,60.04,61.87,55.33,,
2017-11-16,60.29,61.36,55.14,,
2017-11-17,59.66,62.72,56.55,,
2017-11-20,60.68,62.22,56.09,,
2017-11-21,60.48,62.57,56.83,,
2017-11-22,61.12,63.32,58.02,,
2017-11-23,61.13,63.55,,,
2017-11-24,61.62,63.86,58.95,,
2017-11-27,61.5,63.84,58.11,,
2017-11-28,61.25,63.61,57.99,,
2017-11-29,60.97,63.11,57.3,,
2017-11-30,60.82,63.57,57.4,,
2017-12-01,60.8,63.73,58.36,,
2017-12-04,60.99,62.45,57.47,,
2017-12-05,60.22,62.86,57.62,,
2017-12-06,60.72,61.22,55.96,,
2017-12-07,59.43,62.2,56.69,,
2017-12-08,60.26,63.4,57.36,,
2017-12-11,60.96,64.69,57.99,,
2017-12-12,62.52,63.34,57.14,,
2017-12-13,61.33,62.44,56.6,,
2017-12-14,60.23,63.31,57.04,,
2017-12-15,61.18,63.23,57.3,,
2017-12-18,61.28,63.41,57.16,,
2017-12-19,61.4,63.8,57.46,,
2017-12-20,61.6,64.56,58.09,,
2017-12-21,62.17,64.9,58.36,,
2017-12-22,62.37,65.25,58.47,,
2017-12-26,62.61,67.02,59.97,,
2017-12-27,63.94,66.44,59.64,,
2017-12-28,63.85,66.72,59.84,,
2017-12-29,64.33,66.87,60.42,,
2018-01-02,64.37,66.57,60.37,,
2018-01-03,64.15,67.84,61.63,,
2018-01-04,65.35,68.07,62.01,,
2018-01-05,65.33,67.62,61.44,,
2018-01-08,65.04,67.78,61.73,,
2018-01-09,65.51,68.82,62.96,,
2018-01-10,66.59,69.2,63.57,,
2018-01-11,66.5,69.26,63.8,,
2018-01-12,66.29,69.87,64.3,,
2018-01-15,67.03,70.26,,,
2018-01-16,67.09,69.15,63.73,,
2018-01-17,66.27,69.38,63.97,,
2018-01-18,66.42,69.31,63.95,,
2018-01-19,65.95,68.61,63.37,,
2018-01-22,66.09,69.03,63.49,,
2018-01-23,66.49,69.96,64.47,,
2018-01-24,66.86,70.53,65.61,,
2018-01-25,67.98,70.42,65.51,,
2018-01-26,67.4,70.52,66.14,,
2018-01-29,67.55,69.46,65.56,,
2018-01-30,66.38,69.02,64.5,,
2018-01-31,65.77,69.05,64.73,,
2018-02-01,66.12,69.65,65.8,,
2018-02-02,67.02,68.58,65.45,,
2018-02-05,65.07,67.62,64.15,,
2018-02-06,64.25,66.86,63.39,,
2018-02-07,64.05,65.51,61.79,,
2018-02-08,62.26,64.81,61.15,,
2018-02-09,61.12,62.79,59.2,,
2018-02-12,60.29,62.59,59.29,,
2018-02-13,59.84,62.72,59.19,,
2018-02-14,59.4,64.36,60.6,,
2018-02-15,61.67,64.33,61.34,,
2018-02-16,,64.84,61.68,,
2018-02-19,61.77,65.67,,,
2018-02-20,62.05,65.25,61.9,,
2018-02-21,61.3,65.42,61.68,,
2018-02-22,61.6,66.39,62.77,,
2018-02-23,62.77,67.31,63.55,,
2018-02-26,63.9,67.5,63.91,,
2018-02-27,64.02,66.63,63.01,,
2018-02-28,63.22,65.78,61.64,,
2018-03-01,61.42,63.83,60.99,,
2018-03-02,60.28,64.37,61.25,,
2018-03-05,61.32,65.54,62.57,,
2018-03-06,62.04,65.79,62.6,,
2018-03-07,61.61,64.34,61.15,,
2018-03-08,60.8,63.61,60.12,,
2018-03-09,60.28,65.49,62.04,,
2018-03-12,61.71,64.95,61.36,,
2018-03-13,61.25,64.64,60.71,,
2018-03-14,61.23,64.89,60.96,,
2018-03-15,61.45,65.12,61.19,,
2018-03-16,61.74,66.21,62.34,,
2018-03-19,62.48,66.05,62.06,,
2018-03-20,62.98,67.42,63.4,,
2018-03-21,63.89,69.47,65.17,,
2018-03-22,65.44,68.91,64.3,,
2018-03-23,65.33,70.45,65.88,,
2018-03-26,65.97,70.12,65.55,,
2018-03-27,65.83,70.11,65.25,,
2018-03-28,65.24,69.53,64.38,,
2018-03-29,65.33,70.27,64.94,,
2018-04-02,66.79,67.64,63.01,,
2018-04-03,65.16,68.12,63.51,,
2018-04-04,64.7,68.02,63.37,,
2018-04-05,65.38,68.33,63.54,,
2018-04-06,65.37,67.11,62.06,,
2018-04-09,64.7,68.65,63.42,,
2018-04-10,66.51,71.04,65.51,,
2018-04-11,67.58,72.06,66.82,,
2018-04-12,68.63,72.02,67.07,,
2018-04-13,69.04,72.58,67.39,,
2018-04-16,68.18,71.42,66.22,,
2018-04-17,68.23,71.58,66.52,,
2018-04-18,68.81,73.48,68.47,,
2018-04-19,70.75,73.78,68.29,,
2018-04-20,70.42,74.06,68.38,,
2018-04-23,70.29,74.71,68.64,,
2018-04-24,71.24,73.86,67.7,,
2018-04-25,70.36,74,68.05,,
2018-04-26,70.63,74.74,68.19,,
2018-04-27,70.88,74.64,68.1,,
2018-04-30,70.05,75.17,68.57,,
2018-05-01,,73.13,67.25,,
2018-05-02,70.25,73.36,67.93,,
2018-05-03,70.54,73.62,68.43,,
2018-05-04,70.47,74.87,69.72,,
2018-05-07,72.46,76.17,70.73,,
2018-05-08,72.48,74.85,69.06,,
2018-05-09,73.93,77.21,71.14,,
2018-05-10,74.73,77.47,71.36,,
2018-05-11,74.46,77.12,70.7,,
2018-05-14,73.77,78.23,70.96,,
2018-05-15,75.3,78.43,71.31,,
2018-05-16,75.1,79.28,71.49,,
2018-05-17,76.67,79.3,71.49,,
2018-05-18,77.06,78.51,71.28,,
2018-05-21,76.43,79.22,72.24,,
2018-05-22,77.28,79.57,72.13,,
2018-05-23,76.65,79.8,71.84,,
2018-05-24,77.03,78.79,70.71,,
2018-05-25,75.78,76.44,67.88,,
2018-05-28,73.24,75.3,,,
2018-05-29,,75.39,66.73,,
2018-05-30,73.53,77.5,68.21,,
2018-05-31,75.45,77.59,67.04,,
2018-06-01,75.11,76.79,65.81,,
2018-06-04,74.4,75.29,64.75,,
2018-06-05,73.61,75.38,65.52,,
2018-06-06,73.75,75.36,64.73,,
2018-06-07,73.58,77.32,65.95,,
2018-06-08,74.87,76.46,65.74,,
2018-06-11,74.36,76.46,66.1,,
2018-06-12,74.75,75.88,66.36,,
2018-06-13,73.48,76.74,66.64,,
2018-06-14,74.31,75.94,66.89,,
2018-06-15,,73.44,65.06,,
2018-06-18,70.97,75.34,65.85,,
2018-06-19,72.07,75.08,65.07,,
2018-06-20,72.65,74.74,66.22,,
2018-06-21,71.25,73.05,65.54,,
2018-06-22,71.77,75.55,68.58,,
2018-06-25,72.81,74.73,68.08,,
2018-06-26,73.03,76.31,70.53,,
2018-06-27,74.36,77.62,72.76,,
2018-06-28,75.19,77.85,73.45,,
2018-06-29,75.86,79.44,74.15,,
2018-07-02,75.57,77.3,73.94,,
2018-07-03,74.77,77.76,74.14,,
2018-07-04,75.07,78.24,,,
2018-07-05,74.92,77.39,72.94,,
2018-07-06,74.18,77.11,73.8,,
2018-07-09,74.67,78.07,73.85,,
2018-07-10,76,78.86,74.11,,
2018-07-11,74.75,73.4,70.38,,
2018-07-12,72.56,74.45,70.33,,
2018-07-13,71.65,75.33,71.01,,
2018-07-16,72.95,71.84,68.06,,
2018-07-17,70.36,72.16,68.08,,
2018-07-18,69.68,72.9,68.76,,
2018-07-19,70.41,72.58,69.46,,
2018-07-20,71.52,73.07,70.46,,
2018-07-23,71.5,73.06,67.89,,
2018-07-24,71.59,73.44,68.52,,
2018-07-25,72.49,73.93,69.3,,
2018-07-26,73.41,74.54,69.61,,
2018-07-27,73.42,74.29,68.69,,
2018-07-30,73.38,74.97,70.13,,
2018-07-31,73.69,74.25,68.76,,
2018-08-01,72.42,72.39,67.66,,
2018-08-02,71.14,73.45,68.96,,
2018-08-03,71.93,73.21,68.49,,
2018-08-06,72.11,73.75,69.01,,
2018-08-07,72.65,74.65,69.17,,
2018-08-08,73.28,72.28,66.94,,
2018-08-09,,72.07,66.81,,
2018-08-10,70.55,72.81,67.63,,
2018-08-13,71.25,72.61,67.2,,
2018-08-14,71.79,72.46,67.04,,
2018-08-15,70.66,70.76,65.01,,
2018-08-16,69.6,71.43,65.46,,
2018-08-17,70.38,71.83,65.91,,
2018-08-20,70.81,72.21,66.43,,
2018-08-21,71.11,72.63,67.35,,
2018-08-22,,74.78,67.86,,
2018-08-23,73.14,74.73,67.83,,
2018-08-24,74,75.82,68.72,,
2018-08-27,74.41,76.21,68.87,,
2018-08-28,75.02,75.95,68.53,,
2018-08-29,74.34,77.14,69.51,,
2018-08-30,75.76,77.77,70.25,,
2018-08-31,75.85,77.42,69.8,,
2018-09-03,76.18,78.15,,,
2018-09-04,76.88,78.17,69.87,,
2018-09-05,75.83,77.27,68.72,,
2018-09-06,75.31,76.5,67.77,,
2018-09-07,74.73,76.83,67.75,,
2018-09-10,75.83,77.37,67.54,,
2018-09-11,76.22,79.06,69.25,,
2018-09-12,77.45,79.74,70.37,,
2018-09-13,77.2,78.18,68.59,,
2018-09-14,76.31,78.09,68.99,,
2018-09-17,76.43,78.05,68.91,,
2018-09-18,75.85,79.03,69.85,,
2018-09-19,77.02,79.4,71.12,,
2018-09-20,77.53,78.7,70.8,,
2018-09-21,77.35,78.8,70.78,,
2018-09-24,78.45,81.2,72.08,,
2018-09-25,79.69,81.87,72.28,,
2018-09-26,80.04,81.34,71.57,,
2018-09-27,80.36,81.72,72.12,,
2018-09-28,80.03,82.72,73.25,,
2018-10-01,80.83,84.98,75.3,,
2018-10-02,82.88,84.8,75.23,,
2018-10-03,83.29,86.29,76.41,,
2018-10-04,84.44,84.58,74.33,,
2018-10-05,83.2,84.16,74.34,,
2018-10-08,81.61,83.91,74.29,,
2018-10-09,82.8,85,74.96,,
2018-10-10,83.04,83.09,73.17,,
2018-10-11,80.66,80.26,70.97,,
2018-10-12,79.36,80.43,71.34,,
2018-10-15,79.3,80.78,71.78,,
2018-10-16,78.83,81.41,71.92,,
2018-10-17,80.23,80.05,69.75,,
2018-10-18,78.43,79.29,68.65,,
2018-10-19,77.88,79.78,69.12,,
2018-10-22,78.78,79.83,69.17,,
2018-10-23,77.83,76.44,66.43,,
2018-10-24,74.42,76.17,66.82,,
2018-10-25,74.96,76.89,67.33,,
2018-10-26,75.42,77.62,67.59,,
2018-10-29,76.01,77.34,67.04,,
2018-10-30,76.18,75.91,66.18,,
2018-10-31,75.66,75.47,65.31,,
2018-11-01,73.38,72.89,63.69,,
2018-11-02,71.67,72.83,63.14,,
2018-11-05,71.2,73.17,63.1,,
2018-11-06,,72.13,62.21,,
2018-11-07,70.64,72.07,61.67,,
2018-11-08,71.54,70.65,60.67,,
2018-11-09,69.36,70.18,60.19,,
2018-11-12,70.59,70.12,59.93,,
2018-11-13,68.48,65.47,55.69,,
2018-11-14,64.46,66.12,56.25,,
2018-11-15,65.39,66.62,56.46,,
2018-11-16,66.49,66.76,56.46,,
2018-11-19,66.17,66.79,56.76,,
2018-11-20,65.51,62.53,53.43,,
2018-11-21,62.65,63.48,54.63,,
2018-11-22,62.44,62.6,,,
2018-11-23,61.08,58.8,50.42,,
2018-11-26,59.13,60.48,51.63,,
2018-11-27,59.07,60.21,51.56,,
2018-11-28,60.18,58.76,50.29,,
2018-11-29,58.3,59.51,51.45,,
2018-11-30,59.02,58.71,50.93,,
2018-12-03,61.19,61.69,52.95,,
2018-12-04,61.54,62.08,53.25,,
2018-12-05,59.81,61.56,52.89,,
2018-12-06,59.85,60.06,51.49,,
2018-12-07,58.39,61.67,52.61,,
2018-12-10,60.22,59.97,51,,
2018-12-11,58.37,60.2,51.65,,
2018-12-12,59.23,60.15,51.15,,
2018-12-13,58.81,61.45,52.58,,
2018-12-14,59.67,60.28,51.2,,
2018-12-17,58.92,59.61,49.88,,
2018-12-18,57.21,56.26,46.24,,
2018-12-19,55.05,57.24,47.2,,
2018-12-20,54.47,54.35,45.88,,
2018-12-21,53.51,53.82,45.59,,
2018-12-24,,50.47,42.53,,
2018-12-26,49.52,54.47,46.22,,
2018-12-27,53.07,52.16,44.61,,
2018-12-28,52.86,52.2,45.33,,
2018-12-31,,53.8,45.41,,
2019-01-02,51.86,54.91,46.54,,
2019-01-03,53.2,55.95,47.09,,
2019-01-04,55.59,57.06,47.96,,
2019-01-07,56.79,57.33,48.52,,
2019-01-08,56.18,58.72,49.78,,
2019-01-09,58.07,61.44,52.36,,
2019-01-10,59.6,61.68,52.59,,
2019-01-11,61.16,60.48,51.59,,
2019-01-14,58.92,58.99,50.51,,
2019-01-15,58.63,60.64,52.11,,
2019-01-16,60.15,61.32,52.31,,
2019-01-17,60.03,61.18,52.07,,
2019-01-18,61.12,62.7,53.8,,
2019-01-21,61.88,62.74,,,
2019-01-22,61.43,61.5,52.57,,
2019-01-23,61.23,61.14,52.62,,
2019-01-24,60.41,61.09,53.13,,
2019-01-25,61.16,61.64,53.69,,
2019-01-28,60.32,59.93,51.99,,
2019-01-29,59.44,61.32,53.31,,
2019-01-30,60.93,61.65,54.23,,
2019-01-31,61.82,61.89,53.79,,
2019-02-01,60.87,62.75,55.26,,
2019-02-04,62.93,62.51,54.56,,
2019-02-05,,61.98,53.66,,
2019-02-06,,62.69,54.01,,
2019-02-07,62.51,61.63,52.64,,
2019-02-08,61.62,62.1,52.72,,
2019-02-11,62.02,61.51,52.41,,
2019-02-12,62.23,62.42,53.1,,
2019-02-13,63.34,63.61,53.9,,
2019-02-14,65.32,64.57,54.41,,
2019-02-15,65.12,66.25,55.59,,
2019-02-18,66.73,66.5,,,
2019-02-19,66.48,66.45,56.09,,
2019-02-20,66.38,67.08,56.92,,
2019-02-21,67.12,67.07,56.96,,
2019-02-22,67.22,67.12,57.26,,
2019-02-25,66.84,64.76,55.48,,
2019-02-26,64.56,65.21,55.5,,
2019-02-27,65.3,66.39,56.94,,
2019-02-28,65.98,66.03,57.22,,
2019-03-01,66.56,65.07,55.8,,
2019-03-04,65.36,65.67,56.59,,
2019-03-05,65.73,65.86,56.56,,
2019-03-06,65.85,65.99,56.22,,
2019-03-07,66.47,66.3,56.66,,
2019-03-08,65.77,65.74,56.07,,
2019-03-11,66.81,66.58,56.79,,
2019-03-12,67.15,66.67,56.87,,
2019-03-13,67.22,67.55,58.26,,
2019-03-14,68.17,67.23,58.61,,
2019-03-15,67.71,67.16,58.52,,
2019-03-18,67.32,67.54,59.09,,
2019-03-19,67.63,67.61,59.03,,
2019-03-20,67.67,68.5,59.83,,
2019-03-21,68.23,67.86,59.98,,
2019-03-22,67.46,67.03,59.04,,
2019-03-25,66.34,67.21,58.82,,
2019-03-26,67.17,67.97,59.94,,
2019-03-27,67.37,67.83,59.41,,
2019-03-28,66.56,67.82,59.3,,
2019-03-29,67.23,68.39,60.14,,
2019-04-01,68.23,69.01,61.59,,
2019-04-02,68.81,69.37,62.58,,
2019-04-03,69.43,69.31,62.46,,
2019-04-04,68.67,69.4,62.1,,
2019-04-05,68.82,70.34,63.08,,
2019-04-08,70.29,71.1,64.4,,
2019-04-09,70.53,70.61,63.98,,
2019-04-10,70.08,71.73,64.61,,
2019-04-11,70.52,70.83,63.58,,
2019-04-12,70.1,71.55,63.89,,
2019-04-15,70.32,71.18,63.4,,
2019-04-16,70.21,71.72,64.05,,
2019-04-17,71.33,71.62,63.76,,
2019-04-18,71.07,71.97,64,,
2019-04-22,73.36,74.04,65.7,,
2019-04-23,73.77,74.51,66.3,,
2019-04-24,73.67,74.57,65.89,,
2019-04-25,74.46,74.35,65.21,,
2019-04-26,73.45,72.15,63.3,,
2019-04-29,71.09,72.04,63.5,,
2019-04-30,71.63,72.8,63.91,,
2019-05-01,,72.18,63.6,,
2019-05-02,71.43,70.75,61.81,,
2019-05-03,69.93,70.85,61.94,,
2019-05-06,69.22,71.24,62.25,,
2019-05-07,70.29,69.88,61.4,,
2019-05-08,69.28,70.37,62.12,,
2019-05-09,69.09,70.39,61.7,,
2019-05-10,70.1,70.62,61.66,,
2019-05-13,70.97,70.23,61.04,,
2019-05-14,69.7,71.24,61.78,,
2019-05-15,70.46,71.77,62.02,,
2019-05-16,72.04,72.62,62.87,,
2019-05-17,72.46,72.21,62.76,,
2019-05-20,,71.97,63.1,,
2019-05-21,71.64,72.18,62.99,,
2019-05-22,71.23,70.99,61.42,,
2019-05-23,69.22,67.76,57.91,,
2019-05-24,66.73,68.69,58.63,,
2019-05-27,66.88,70.11,,,
2019-05-28,68.31,70.11,59.14,,
2019-05-29,67.13,69.45,58.81,,
2019-05-30,67.12,66.87,56.59,,
2019-05-31,63.83,64.49,53.5,,
2019-06-03,60.17,61.28,53.25,,
2019-06-04,60.03,61.97,53.48,,
2019-06-05,,60.63,51.68,,
2019-06-06,59.37,61.67,52.59,,
2019-06-07,61.2,63.29,53.99,,
2019-06-10,61.92,62.29,53.26,,
2019-06-11,61.28,62.29,53.27,,
2019-06-12,59.9,59.97,51.14,,
2019-06-13,60.28,61.31,52.28,,
2019-06-14,59.9,62.01,52.51,,
2019-06-17,60.74,60.94,51.93,,
2019-06-18,59.92,62.14,53.9,,
2019-06-19,61.22,61.82,53.76,,
2019-06-20,62.61,64.45,56.65,,
2019-06-21,64.22,65.2,57.43,,
2019-06-24,64.02,64.86,57.9,,
2019-06-25,63.38,65.05,57.83,,
2019-06-26,64.29,66.49,59.38,,
2019-06-27,64.42,66.55,59.43,,
2019-06-28,64.88,66.55,58.47,,
2019-07-01,64.92,65.06,59.09,,
2019-07-02,63.43,62.4,56.25,,
2019-07-03,60.62,63.82,57.34,,
2019-07-04,61.75,63.3,,,
2019-07-05,61.62,64.23,57.51,,
2019-07-08,63.32,64.11,57.66,,
2019-07-09,62.63,64.16,57.83,,
2019-07-10,63.9,67.01,60.43,,
2019-07-11,65.95,66.52,60.2,,
2019-07-12,65.88,66.72,60.21,,
2019-07-15,65.22,66.48,59.58,,
2019-07-16,64.58,64.35,57.62,,
2019-07-17,63.23,63.66,56.78,,
2019-07-18,62.14,61.93,55.3,,
2019-07-19,61.55,62.47,55.63,,
2019-07-22,62.74,63.26,56.22,,
2019-07-23,62.11,63.83,56.77,,
2019-07-24,63.21,63.18,55.88,,
2019-07-25,63.03,63.39,56.02,,
2019-07-26,62.83,63.46,56.2,,
2019-07-29,62.53,63.71,56.87,,
2019-07-30,63.63,64.72,58.05,,
2019-07-31,64.57,65.17,58.58,,
2019-08-01,63.05,60.5,53.95,,
2019-08-02,60.33,61.89,55.66,,
2019-08-05,59.68,59.81,54.69,,
2019-08-06,58.75,58.94,53.63,,
2019-08-07,57.89,56.23,51.09,,
2019-08-08,56.83,57.38,52.54,,
2019-08-09,,58.53,54.5,,
2019-08-12,,58.57,54.93,,
2019-08-13,57.76,61.3,57.1,,
2019-08-14,59.66,59.48,55.23,,
2019-08-15,58.33,58.23,54.47,,
2019-08-16,58.2,58.64,54.87,,
2019-08-19,58.4,59.74,56.21,,
2019-08-20,59.24,60.03,56.34,,
2019-08-21,60.09,60.3,55.68,,
2019-08-22,60.29,59.92,55.35,,
2019-08-23,59.43,59.34,54.17,,
2019-08-26,58.59,58.7,53.64,,
2019-08-27,58.07,59.51,54.93,,
2019-08-28,58.99,60.49,55.78,,
2019-08-29,59.32,61.08,56.71,,
2019-08-30,59.62,60.43,55.1,,
2019-09-02,57.62,58.66,,,
2019-09-03,56.48,58.26,53.94,,
2019-09-04,56.72,60.7,56.26,,
2019-09-05,58.53,60.95,56.3,,
2019-09-06,59.23,61.54,56.52,,
2019-09-09,60.12,62.59,57.85,,
2019-09-10,60.89,62.38,57.4,,
2019-09-11,60.89,60.81,55.75,,
2019-09-12,59.32,60.38,55.09,,
2019-09-13,58.36,60.22,54.85,,
2019-09-16,63.88,69.02,62.9,,
2019-09-17,67.53,64.55,59.34,,
2019-09-18,63.3,63.6,58.11,,
2019-09-19,63.23,64.4,58.13,,
2019-09-20,64.28,64.28,58.09,,
2019-09-23,63.59,64.77,58.64,,
2019-09-24,63.46,63.1,57.29,,
2019-09-25,61.57,62.39,56.49,,
2019-09-26,61.73,62.74,56.41,,
2019-09-27,62.07,61.91,55.91,,
2019-09-30,60.94,60.78,54.07,,
2019-10-01,59.22,58.89,53.62,,
2019-10-02,58.67,57.69,52.64,,
2019-10-03,57.44,57.71,52.45,,
2019-10-04,57.84,58.37,52.81,,
2019-10-07,58.24,58.35,52.75,,
2019-10-08,58.03,58.24,52.63,,
2019-10-09,57.72,58.32,52.59,,
2019-10-10,57.77,59.1,53.55,,
2019-10-11,60.44,60.51,54.7,,
2019-10-14,60.03,59.35,53.59,,
2019-10-15,59.42,58.74,52.81,,
2019-10-16,58.8,59.42,53.36,,
2019-10-17,59.23,59.91,53.93,,
2019-10-18,59.7,59.42,53.78,,
2019-10-21,59.38,58.96,53.31,,
2019-10-22,58.95,59.7,54.16,,
2019-10-23,59.67,61.17,55.97,,
2019-10-24,61.04,61.67,56.23,,
2019-10-25,61.46,62.02,56.66,,
2019-10-28,,61.57,55.81,,
2019-10-29,61,61.59,55.54,,
2019-10-30,61.32,60.61,55.06,,
2019-10-31,61.1,60.23,54.18,,
2019-11-01,58.72,61.69,56.2,,
2019-11-04,60.74,62.13,56.54,,
2019-11-05,61.34,62.96,57.23,,
2019-11-06,61.49,61.74,56.35,,
2019-11-07,61.13,62.29,57.15,,
2019-11-08,60.88,62.51,57.24,,
2019-11-11,61.15,62.18,56.86,,
2019-11-12,62.16,62.06,56.8,,
2019-11-13,61.48,62.37,57.12,,
2019-11-14,62.47,62.28,56.77,,
2019-11-15,61.93,63.3,57.72,,
2019-11-18,62.84,62.44,57.05,,
2019-11-19,61.86,60.91,55.21,,
2019-11-20,60.45,62.4,57.11,,
2019-11-21,62.13,63.97,58.58,,
2019-11-22,63.74,63.39,57.77,,
2019-11-25,63.43,63.65,58.01,,
2019-11-26,63.1,64.27,58.41,,
2019-11-27,63.69,64.06,58.11,,
2019-11-28,63.33,63.87,,,
2019-11-29,63.83,62.43,55.17,,
2019-12-02,60.83,60.92,55.96,,
2019-12-03,60.98,60.82,56.1,,
2019-12-04,61.11,63,58.43,,
2019-12-05,62.73,63.39,58.43,,
2019-12-06,63.02,64.39,59.2,,
2019-12-09,63.74,64.25,59.02,,
2019-12-10,63.84,64.34,59.24,,
2019-12-11,63.78,63.72,58.76,,
2019-12-12,64.01,64.2,59.18,,
2019-12-13,64.92,65.22,60.07,,
2019-12-16,65.54,65.34,60.21,,
2019-12-17,65.62,66.1,60.94,,
2019-12-18,66.14,66.17,60.93,,
2019-12-19,66.48,66.54,61.22,,
2019-12-20,66.87,66.14,60.44,,
2019-12-23,66.21,66.39,60.52,,
2019-12-24,66.77,67.2,61.11,,
2019-12-26,67.48,67.92,61.68,,
2019-12-27,67.88,68.16,61.72,,
2019-12-30,67.81,68.44,61.68,,
2019-12-31,67.27,66,61.06,,
2020-01-02,65.69,66.25,61.18,,
2020-01-03,67.79,68.6,63.05,,
2020-01-06,69.65,68.91,63.27,,
2020-01-07,68.34,68.27,62.7,,
2020-01-08,69.24,65.44,59.61,,
2020-01-09,66.17,65.37,59.56,,
2020-01-10,65.93,64.98,59.04,,
2020-01-13,65.68,64.2,58.08,,
2020-01-14,64.78,64.49,58.23,,
2020-01-15,64.61,64,57.81,,
2020-01-16,64.74,64.62,58.52,,
2020-01-17,65.1,64.85,58.54,,
2020-01-20,65.24,65.2,,,
2020-01-21,64.27,64.59,58.34,,
2020-01-22,64.26,63.21,56.74,,
2020-01-23,62.77,62.04,55.59,,
2020-01-24,62.23,60.69,54.19,,
2020-01-27,,59.32,53.14,,
2020-01-28,58.57,59.51,53.48,,
2020-01-29,59.37,59.81,53.33,,
2020-01-30,57.76,58.29,52.14,,
2020-01-31,58.45,58.16,51.56,,
2020-02-03,55.23,54.45,50.11,,
2020-02-04,53.99,53.96,49.61,,
2020-02-05,53.57,55.28,50.75,,
2020-02-06,55.18,54.93,50.95,,
2020-02-07,54.37,54.47,50.32,,
2020-02-10,53.33,53.27,49.57,,
2020-02-11,53.03,54.01,49.94,,
2020-02-12,54.23,55.79,51.17,,
2020-02-13,54.54,56.34,51.42,,
2020-02-14,55.23,57.32,52.05,,
2020-02-17,55.98,57.67,,,
2020-02-18,55.11,57.75,52.05,,
2020-02-19,56.39,59.12,53.29,,
2020-02-20,56.92,59.31,53.78,,
2020-02-21,56.41,58.5,53.38,,
2020-02-24,54.64,56.3,51.43,,
2020-02-25,54.48,54.95,49.9,,
2020-02-26,52.28,53.43,48.73,,
2020-02-27,50.62,52.18,47.09,,
2020-02-28,49.05,50.52,44.76,,
2020-03-02,50.58,51.9,46.75,,
2020-03-03,51.72,51.86,47.18,,
2020-03-04,50.81,51.13,46.78,,
2020-03-05,50.78,49.99,45.9,,
2020-03-06,48.58,45.27,41.28,,
2020-03-09,32.87,34.36,31.13,,
2020-03-10,34.18,37.22,34.36,,
2020-03-11,34.58,35.79,32.98,,
2020-03-12,32.69,33.22,31.5,,
2020-03-13,33.93,33.85,31.73,,
2020-03-16,31.49,30.05,28.7,,
2020-03-17,30.83,28.73,26.95,,
2020-03-18,28.26,24.88,20.37,,
2020-03-19,25.82,28.47,25.22,,
2020-03-20,28.67,26.98,22.43,,
2020-03-23,24.6,27.03,23.36,,
2020-03-24,26.64,27.15,24.01,,
2020-03-25,27.05,27.39,24.49,,
2020-03-26,25.74,26.34,22.6,,
2020-03-27,25.04,24.93,21.51,,
2020-03-30,23.24,22.76,20.09,,
2020-03-31,23.43,22.74,20.48,,
2020-04-01,21.23,24.74,20.31,,
2020-04-02,21.55,29.94,25.32,,
2020-04-03,24.51,34.11,28.34,,
2020-04-06,24.87,33.05,26.08,,
2020-04-07,24.88,31.87,23.63,,
2020-04-08,23.52,32.84,25.09,,
2020-04-09,23.32,31.48,22.76,,
2020-04-13,22.31,31.74,22.41,,
2020-04-14,21.66,29.6,20.11,,
2020-04-15,19.68,27.69,19.87,,
2020-04-16,19.72,27.82,19.87,,
2020-04-17,20.61,28.08,18.27,,
2020-04-20,20.78,25.57,-37.63,,
2020-04-21,17.37,19.33,10.01,,
2020-04-22,13.52,20.37,13.78,,
2020-04-23,18.13,21.33,16.5,,
2020-04-24,18.17,21.44,16.94,,
2020-04-27,17.97,19.99,12.78,,
2020-04-28,16.63,20.46,12.34,,
2020-04-29,17.12,22.54,15.06,,
2020-04-30,20.73,25.27,18.84,,
2020-05-01,,26.44,19.78,,
2020-05-04,24.33,27.2,20.39,,
2020-05-05,26,30.97,24.56,,
2020-05-06,26.88,29.72,23.99,,
2020-05-07,,29.46,23.55,,
2020-05-08,25.92,30.97,24.74,,
2020-05-11,26.72,29.63,24.14,,
2020-05-12,26.93,29.98,25.78,,
2020-05-13,26.84,29.19,25.29,,
2020-05-14,29.83,31.13,27.56,,
2020-05-15,31.94,32.5,29.43,,
2020-05-18,32.9,34.81,31.82,,
2020-05-19,33.18,34.65,32.5,,
2020-05-20,32.95,35.75,33.49,,
2020-05-21,34.1,36.06,33.92,,
2020-05-22,32.62,35.13,33.25,,
2020-05-25,,35.53,,,
2020-05-26,34.81,36.17,34.35,,
2020-05-27,34.48,34.74,32.81,,
2020-05-28,33.17,35.29,33.71,,
2020-05-29,34.86,35.33,35.49,,
2020-06-01,37.97,38.32,35.44,,
2020-06-02,38.93,39.57,36.81,,
2020-06-03,39.87,39.79,37.29,,
