,설비용량(MW),공급능력(MW),최대전력(MW),공급예비력(MW),공급예비율(%),Date
1709,124833,91032,80600,10432,12.9,2019-12-09
1708,124833,90073,79201,10872,13.7,2019-12-10
1707,124833,89968,76860,13108,17.1,2019-12-11
1706,124833,92176,78241,13935,17.8,2019-12-12
1705,124833,93576,79110,14466,18.3,2019-12-13
1704,124833,89108,64861,24247,37.4,2019-12-14
1703,124833,89090,61405,27685,45.1,2019-12-15
1702,124833,90759,76425,14334,18.8,2019-12-16
1701,124833,90041,77487,12554,16.2,2019-12-17
1700,124854,91281,77666,13615,17.5,2019-12-18
1699,124854,91402,77689,13713,17.7,2019-12-19
1698,124854,90896,79158,11738,14.8,2019-12-20
1697,124854,88121,66564,21557,32.4,2019-12-21
1696,124854,89528,62827,26701,42.5,2019-12-22
1695,124854,91375,78779,12596,16.0,2019-12-23
1694,124854,92536,79456,13080,16.5,2019-12-24
1693,124854,92654,65610,27044,41.2,2019-12-25
1692,124854,92905,79431,13474,17.0,2019-12-26
1691,124854,93985,78548,15437,19.7,2019-12-27
1690,124854,93308,65014,28294,43.5,2019-12-28
1689,124854,94005,62540,31465,50.3,2019-12-29
1688,124854,93749,75158,18591,24.7,2019-12-30
1687,125338,97035,76223,20812,27.3,2019-12-31
1686,125333,96804,64007,32797,51.2,2020-01-01
1685,125333,95372,77180,18192,23.6,2020-01-02
1684,125333,96134,78269,17865,22.8,2020-01-03
1683,125333,94481,65628,28853,44.0,2020-01-04
1682,125333,93438,63231,30207,47.8,2020-01-05
1681,125333,93842,81890,11952,14.6,2020-01-06
1680,125333,94123,80147,13976,17.4,2020-01-07
1679,125333,95463,79002,16461,20.8,2020-01-08
1678,125333,96303,79160,17143,21.7,2020-01-09
1677,125333,95000,79247,15753,19.9,2020-01-10
1676,125333,93323,66148,27175,41.1,2020-01-11
1675,125333,93783,64008,29775,46.5,2020-01-12
1674,125333,94946,80242,14704,18.3,2020-01-13
1673,125353,94425,82329,12096,14.7,2020-01-14
1672,125353,95018,81195,13823,17.0,2020-01-15
1671,125358,94735,82352,12383,15.0,2020-01-16
1670,125358,94484,81303,13181,16.2,2020-01-17
1669,125358,91928,67399,24529,36.4,2020-01-18
1668,125358,92976,64497,28479,44.2,2020-01-19
1667,125358,94545,78922,15623,19.8,2020-01-20
1666,125358,95606,79627,15979,20.1,2020-01-21
1665,125358,94816,81438,13378,16.4,2020-01-22
1664,125358,95986,76229,19757,25.9,2020-01-23
1663,125358,94657,60789,33868,55.7,2020-01-24
1662,125358,92307,54692,37615,68.8,2020-01-25
1661,125358,91368,55281,36087,65.3,2020-01-26
1660,125358,91781,59961,31820,53.1,2020-01-27
1659,125358,93600,72476,21124,29.1,2020-01-28
1658,125358,94774,76016,18758,24.7,2020-01-29
1657,125358,95263,74457,20806,27.9,2020-01-30
1656,125358,95312,75262,20050,26.6,2020-01-31
1655,125358,94104,63369,30735,48.5,2020-02-01
1654,125358,95485,61882,33603,54.3,2020-02-02
1653,125358,95400,76775,18625,24.3,2020-02-03
1652,125358,96258,77877,18381,23.6,2020-02-04
1651,125358,97018,80770,16248,20.1,2020-02-05
1650,125358,97069,81493,15576,19.1,2020-02-06
1649,125358,96718,79761,16957,21.3,2020-02-07
1648,125358,95448,65470,29978,45.8,2020-02-08
1647,125358,96834,62873,33961,54.0,2020-02-09
1646,125358,95475,76445,19030,24.9,2020-02-10
1645,125358,94879,75830,19049,25.1,2020-02-11
1644,125358,93859,77688,16171,20.8,2020-02-12
1643,125887,95029,74042,20987,28.3,2020-02-13
1642,125887,95318,72476,22842,31.5,2020-02-14
1641,125887,93364,60935,32429,53.2,2020-02-15
1640,125887,96078,63497,32581,51.3,2020-02-16
1639,125887,97039,80648,16391,20.3,2020-02-17
1638,125887,96863,80338,16525,20.6,2020-02-18
1637,125887,96894,77972,18922,24.3,2020-02-19
1636,125887,95750,74510,21240,28.5,2020-02-20
1635,125887,96738,73398,23340,31.8,2020-02-21
1634,125887,96245,62123,34122,54.9,2020-02-22
1633,125887,96379,60988,35391,58.0,2020-02-23
1632,125887,96071,71041,25030,35.2,2020-02-24
1631,125887,94728,76417,18311,24.0,2020-02-25
1630,125887,94390,72005,22385,31.1,2020-02-26
1629,125887,93785,70327,23458,33.4,2020-02-27
1628,125887,93914,74398,19516,26.2,2020-02-28
1627,125887,92676,61341,31335,51.1,2020-02-29
1626,125887,90853,59052,31801,53.9,2020-03-01
1625,125887,93738,70171,23567,33.6,2020-03-02
1624,125887,92536,69937,22599,32.3,2020-03-03
1623,125887,92449,71207,21242,29.8,2020-03-04
1622,125887,91190,71279,19911,27.9,2020-03-05
1621,125887,91029,70461,20568,29.2,2020-03-06
1620,125887,87952,61624,26328,42.7,2020-03-07
1619,125887,87904,57799,30105,52.1,2020-03-08
1618,125887,90748,69348,21400,30.9,2020-03-09
1617,125887,90877,73329,17548,23.9,2020-03-10
1616,125887,91229,69189,22040,31.9,2020-03-11
1615,125887,90698,69187,21511,31.1,2020-03-12
1614,125887,89983,69141,20842,30.1,2020-03-13
1613,125887,85307,61420,23887,38.9,2020-03-14
1612,125887,86578,59745,26833,44.9,2020-03-15
1611,125887,89903,69166,20737,30.0,2020-03-16
1610,125887,89602,70633,18969,26.9,2020-03-17
1609,125887,88257,67700,20557,30.4,2020-03-18
1608,125887,88786,68829,19957,29.0,2020-03-19
1607,125887,89277,65269,24008,36.8,2020-03-20
1606,125887,85555,58825,26730,45.4,2020-03-21
1605,125887,84330,56264,28066,49.9,2020-03-22
1604,125887,84764,65294,19470,29.8,2020-03-23
1603,125887,84829,65456,19373,29.6,2020-03-24
1602,125887,84385,64440,19945,31.0,2020-03-25
1601,125887,83727,66984,16743,25.0,2020-03-26
1600,125887,85189,67487,17702,26.2,2020-03-27
1599,125887,83711,57706,26005,45.1,2020-03-28
1598,125887,83156,56117,27039,48.2,2020-03-29
1597,125887,86752,64310,22442,34.9,2020-03-30
1596,125887,86469,64045,22424,35.0,2020-03-31
1595,125887,92044,65397,26647,40.7,2020-04-01
1594,125887,92581,64793,27788,42.9,2020-04-02
1593,125887,92166,63334,28832,45.5,2020-04-03
1592,125887,91190,57117,34073,59.7,2020-04-04
1591,125887,90878,56568,34310,60.7,2020-04-05
1590,125887,91182,64714,26468,40.9,2020-04-06
1589,125887,90860,64082,26778,41.8,2020-04-07
1588,125887,91327,64227,27100,42.2,2020-04-08
1587,126262,89866,64862,25004,38.5,2020-04-09
1586,126262,89377,63376,26001,41.0,2020-04-10
1585,126262,88341,56756,31585,55.7,2020-04-11
1584,126262,87889,56211,31678,56.4,2020-04-12
1583,126262,87519,64411,23108,35.9,2020-04-13
1582,126262,85438,62808,22630,36.0,2020-04-14
1581,126262,85381,59614,25767,43.2,2020-04-15
1580,126262,83416,63018,20398,32.4,2020-04-16
1579,126262,83368,66699,16669,25.0,2020-04-17
1578,126262,81674,55711,25963,46.6,2020-04-18
1577,126262,83068,56027,27041,48.3,2020-04-19
1576,126262,84130,64906,19224,29.6,2020-04-20
1575,126262,85926,64403,21523,33.4,2020-04-21
1574,126262,86202,63868,22334,35.0,2020-04-22
1573,126262,85634,64118,21516,33.6,2020-04-23
1572,126262,88897,62099,26798,43.2,2020-04-24
1571,126262,88784,56341,32443,57.6,2020-04-25
1570,126262,89516,54785,34731,63.4,2020-04-26
1569,126262,90357,62669,27688,44.2,2020-04-27
1568,126262,90838,61242,29596,48.3,2020-04-28
1567,126262,91654,59574,32080,53.8,2020-04-29
1566,126262,93909,55855,38054,68.1,2020-04-30
1565,126262,92948,53435,39513,73.9,2020-05-01
1564,126262,92659,52776,39883,75.6,2020-05-02
1563,126262,91563,53877,37686,69.9,2020-05-03
1562,126262,91579,57080,34499,60.4,2020-05-04
1561,126262,91397,56310,35087,62.3,2020-05-05
1560,126262,89731,61479,28252,46.0,2020-05-06
1559,126580,88789,62127,26662,42.9,2020-05-07
1558,126580,90233,62506,27727,44.4,2020-05-08
1557,126580,87591,55520,32071,57.8,2020-05-09
1556,126580,88343,54608,33735,61.8,2020-05-10
1555,126580,86688,61467,25221,41.0,2020-05-11
1554,126580,88047,61820,26227,42.4,2020-05-12
1553,126580,89183,61203,27980,45.7,2020-05-13
1552,126580,88998,62498,26500,42.4,2020-05-14
1551,126580,88356,64508,23848,37.0,2020-05-15
1550,126580,87257,54733,32524,59.4,2020-05-16
1549,126580,90211,55310,34901,63.1,2020-05-17
1548,126580,88211,65700,22511,34.3,2020-05-18
1547,126580,92441,63817,28624,44.9,2020-05-19
1546,126580,91454,61065,30389,49.8,2020-05-20
1545,126580,90663,61329,29334,47.8,2020-05-21
1544,126580,91340,61067,30273,49.6,2020-05-22
1543,126580,94866,54830,40036,73.0,2020-05-23
1542,126580,96012,54457,41555,76.3,2020-05-24
1541,126580,94923,62174,32749,52.7,2020-05-25
1540,126580,94878,62836,32042,51.0,2020-05-26
1539,126580,93280,61192,32088,52.4,2020-05-27
1538,126580,94699,61697,33002,53.5,2020-05-28
1537,126580,93465,61765,31700,51.3,2020-05-29
1536,126580,93168,54866,38302,69.8,2020-05-30
1535,126798,91572,53975,37597,69.7,2020-05-31
1534,126798,93552,62505,31047,49.7,2020-06-01
1533,126798,92482,64274,28208,43.9,2020-06-02
1532,126798,93068,66004,27064,41.0,2020-06-03
1531,126798,90830,67908,22922,33.8,2020-06-04
1530,126798,91841,67093,24748,36.9,2020-06-05
1529,126798,90868,57796,33072,57.2,2020-06-06
1528,126798,93095,56738,36357,64.1,2020-06-07
1527,126798,93424,70986,22438,31.6,2020-06-08
1526,126798,91007,73065,17942,24.6,2020-06-09
1525,126798,91874,75247,16627,22.1,2020-06-10
1524,126798,91127,72458,18669,25.8,2020-06-11
1523,126798,90658,71925,18733,26.0,2020-06-12
1522,126798,89021,61765,27256,44.1,2020-06-13
1521,126798,89401,58071,31330,54.0,2020-06-14
1520,126798,90337,68945,21392,31.0,2020-06-15
1519,126798,88932,70355,18577,26.4,2020-06-16
1518,126798,86671,71113,15558,21.9,2020-06-17
1517,126798,88958,68208,20750,30.4,2020-06-18
1516,127153,91543,67881,23662,34.9,2020-06-19
1515,127153,90621,58749,31872,54.3,2020-06-20
1514,127153,91226,58769,32457,55.2,2020-06-21
1513,127153,92668,74046,18622,25.1,2020-06-22
1512,127153,93139,74580,18559,24.9,2020-06-23
1511,127153,94036,71085,22951,32.3,2020-06-24
1510,127153,92616,70436,22180,31.5,2020-06-25
1509,127153,94508,67237,27271,40.6,2020-06-26
1508,127153,94225,59168,35057,59.2,2020-06-27
1507,127153,94649,58627,36022,61.4,2020-06-28
1506,127153,93710,71580,22130,30.9,2020-06-29
1505,127338,96204,67390,28814,42.8,2020-06-30
1504,127338,93570,67510,26060,38.6,2020-07-01
1503,127338,95513,70435,25078,35.6,2020-07-02
1502,127338,93248,69956,23292,33.3,2020-07-03
1501,127338,90430,58241,32189,55.3,2020-07-04
1500,127338,94623,58879,35744,60.7,2020-07-05
1499,127338,96795,73331,23464,32.0,2020-07-06
1498,127338,99029,72265,26764,37.0,2020-07-07
1497,127338,98039,74371,23668,31.8,2020-07-08
1496,127338,97338,75675,21663,28.6,2020-07-09
1495,127338,97930,72503,25427,35.1,2020-07-10
1494,127338,96925,61501,35424,57.6,2020-07-11
1493,127338,98333,58411,39922,68.3,2020-07-12
1492,127338,99746,68771,30975,45.0,2020-07-13
1491,127338,99756,68457,31299,45.7,2020-07-14
1490,127338,99753,68952,30801,44.7,2020-07-15
1489,127338,100269,70509,29760,42.2,2020-07-16
1488,127338,99492,71418,28074,39.3,2020-07-17
1487,127338,97009,61204,35805,58.5,2020-07-18
1486,127338,95880,62377,33503,53.7,2020-07-19
1485,127338,98419,73800,24619,33.4,2020-07-20
1484,127819,97779,74450,23329,31.3,2020-07-21
1483,127819,95809,74111,21698,29.3,2020-07-22
1482,127819,97026,72543,24483,33.7,2020-07-23
1481,127819,95911,69401,26510,38.2,2020-07-24
1480,127819,96250,59890,36360,60.7,2020-07-25
1479,127819,96604,60578,36026,59.5,2020-07-26
1478,127819,95989,73006,22983,31.5,2020-07-27
1477,127819,96278,73747,22531,30.6,2020-07-28
1476,127819,97376,73525,23851,32.4,2020-07-29
1475,127819,97773,72981,24792,34.0,2020-07-30
1474,127819,97643,72400,25243,34.9,2020-07-31
1473,127819,97532,62900,34632,55.1,2020-08-01
1472,127819,97712,62345,35367,56.7,2020-08-02
1471,127819,97969,68035,29934,44.0,2020-08-03
1470,127819,98627,71617,27010,37.7,2020-08-04
1469,127819,98490,72543,25947,35.8,2020-08-05
1468,127819,98650,73160,25490,34.8,2020-08-06
1467,127819,98278,72986,25292,34.7,2020-08-07
1466,127819,96841,64649,32192,49.8,2020-08-08
1465,127819,98702,65302,33400,51.1,2020-08-09
1464,127819,97823,80229,17594,21.9,2020-08-10
1463,127819,97735,79148,18587,23.5,2020-08-11
1462,127819,97600,82122,15478,18.8,2020-08-12
1461,127819,99086,83777,15309,18.3,2020-08-13
1460,127819,99312,82639,16673,20.2,2020-08-14
1459,127819,97614,72195,25419,35.2,2020-08-15
1458,127819,97669,70452,27217,38.6,2020-08-16
1457,127819,97376,78553,18823,24.0,2020-08-17
1456,127819,98698,86324,12374,14.3,2020-08-18
1455,127819,99866,86698,13168,15.2,2020-08-19
1454,127819,98613,86967,11646,13.4,2020-08-20
1453,127819,99830,84425,15405,18.2,2020-08-21
1452,127819,97583,69559,28024,40.3,2020-08-22
1451,127819,97178,68538,28640,41.8,2020-08-23
1450,127819,98291,85076,13215,15.5,2020-08-24
1449,127819,97899,88574,9325,10.5,2020-08-25
1448,127819,97951,89091,8860,9.9,2020-08-26
1447,127819,98377,84961,13416,15.8,2020-08-27
1446,128078,98247,85677,12570,14.7,2020-08-28
1445,128078,94365,72836,21529,29.6,2020-08-29
1444,128078,97818,71466,26352,36.9,2020-08-30
1443,128078,98469,82673,15796,19.1,2020-08-31
1442,128078,96797,82036,14761,18.0,2020-09-01
1441,128078,96522,81356,15166,18.6,2020-09-02
1440,128078,93299,74636,18663,25.0,2020-09-03
1439,128078,92606,73772,18834,25.5,2020-09-04
1438,128078,88098,61835,26263,42.5,2020-09-05
1437,128078,91524,59566,31958,53.7,2020-09-06
1436,128078,90928,69547,21381,30.7,2020-09-07
1435,128078,91007,73153,17854,24.4,2020-09-08
1434,128078,90356,71515,18841,26.3,2020-09-09
1433,128078,89827,72738,17089,23.5,2020-09-10
1432,128078,89004,73473,15531,21.1,2020-09-11
1431,128078,85586,60966,24620,40.4,2020-09-12
1430,128078,86405,59480,26925,45.3,2020-09-13
1429,128078,88674,70702,17972,25.4,2020-09-14
1428,128078,87732,73146,14586,19.9,2020-09-15
1427,128078,87437,73144,14293,19.5,2020-09-16
1426,128078,88228,71725,16503,23.0,2020-09-17
1425,128078,89897,68259,21638,31.7,2020-09-18
1424,128078,84851,59888,24963,41.7,2020-09-19
1423,128078,87008,58261,28747,49.3,2020-09-20
1422,128078,85529,67626,17903,26.5,2020-09-21
1421,128078,85522,68157,17365,25.5,2020-09-22
1420,128078,85480,68298,17182,25.2,2020-09-23
1419,128078,85023,69151,15872,23.0,2020-09-24
1418,128562,83744,67826,15918,23.5,2020-09-25
1417,128562,82264,59397,22867,38.5,2020-09-26
1416,128562,84816,58397,26419,45.2,2020-09-27
1415,128562,86570,66036,20534,31.1,2020-09-28
1414,128562,85624,60187,25437,42.3,2020-09-29
1413,128562,85437,51986,33451,64.3,2020-09-30
1412,128562,83392,48946,34446,70.4,2020-10-01
1411,128562,83813,51651,32162,62.3,2020-10-02
1410,128562,83911,53653,30258,56.4,2020-10-03
1409,128562,84967,55638,29329,52.7,2020-10-04
1408,128562,82923,65238,17685,27.1,2020-10-05
1407,128562,83948,66935,17013,25.4,2020-10-06
1406,128562,83795,66722,17073,25.6,2020-10-07
1405,128562,85846,66261,19585,29.6,2020-10-08
1404,128562,84994,62608,22386,35.8,2020-10-09
1403,128562,85805,57877,27928,48.3,2020-10-10
1402,128562,87356,57139,30217,52.9,2020-10-11
1401,128562,87545,67195,20350,30.3,2020-10-12
1400,128562,87140,67755,19385,28.6,2020-10-13
1399,128562,87900,67364,20536,30.5,2020-10-14
1398,128562,87965,67771,20194,29.8,2020-10-15
1397,128562,88445,67349,21096,31.3,2020-10-16
1396,128562,86170,59231,26939,45.5,2020-10-17
1395,128562,86593,57306,29287,51.1,2020-10-18
1394,128562,86637,67545,19092,28.3,2020-10-19
1393,127762,86336,67824,18512,27.3,2020-10-20
1392,127762,85999,68454,17545,25.6,2020-10-21
1391,127762,86805,68374,18431,27.0,2020-10-22
1390,127762,88205,67147,21058,31.4,2020-10-23
1389,127762,87472,59213,28259,47.7,2020-10-24
1388,127762,86531,57288,29243,51.0,2020-10-25
1387,127762,85565,67680,17885,26.4,2020-10-26
1386,127762,83430,67660,15770,23.3,2020-10-27
1385,127762,84286,66752,17534,26.3,2020-10-28
1384,128197,86310,67410,18900,28.0,2020-10-29
1383,128197,87749,66037,21712,32.9,2020-10-30
1382,128197,83503,57719,25784,44.7,2020-10-31
1381,128197,82297,56822,25475,44.8,2020-11-01
1380,128197,83707,66720,16987,25.5,2020-11-02
1379,128197,84039,69570,14469,20.8,2020-11-03
1378,128197,84201,69231,14970,21.6,2020-11-04
1377,128197,84703,68907,15796,22.9,2020-11-05
1376,128197,86273,69596,16677,24.0,2020-11-06
1375,128197,86552,58540,28012,47.9,2020-11-07
1374,128197,88167,57536,30631,53.2,2020-11-08
1373,128197,87391,69999,17392,24.8,2020-11-09
1372,128197,87738,68952,18786,27.2,2020-11-10
1371,128197,86307,67954,18353,27.0,2020-11-11
1370,128197,86645,68011,18634,27.4,2020-11-12
1369,128197,85827,67692,18135,26.8,2020-11-13
1368,128197,85450,58858,26592,45.2,2020-11-14
1367,128197,86174,57555,28619,49.7,2020-11-15
1366,128197,84560,68154,16406,24.1,2020-11-16
1365,128197,87217,69082,18135,26.3,2020-11-17
1364,128197,88630,69555,19075,27.4,2020-11-18
1363,128197,87933,70905,17028,24.0,2020-11-19
1362,128197,89056,71916,17140,23.8,2020-11-20
1361,128197,90106,60121,29985,49.9,2020-11-21
1360,128197,91702,59194,32508,54.9,2020-11-22
1359,128197,90650,73234,17416,23.8,2020-11-23
1358,128197,92402,73988,18414,24.9,2020-11-24
1357,128197,93638,72888,20750,28.5,2020-11-25
1356,128197,91860,73798,18062,24.5,2020-11-26
1355,128609,95242,73588,21654,29.4,2020-11-27
1354,128609,94835,63912,30923,48.4,2020-11-28
1353,128609,94989,62162,32827,52.8,2020-11-29
1352,128609,96827,77074,19753,25.6,2020-11-30
1351,128609,89162,76210,12952,17.0,2020-12-01
1350,128609,90125,77722,12403,16.0,2020-12-02
1349,128609,90134,76904,13230,17.2,2020-12-03
1348,128609,90619,76916,13703,17.8,2020-12-04
1347,128609,87545,64555,22990,35.6,2020-12-05
1346,128609,86824,62314,24510,39.3,2020-12-06
1345,128609,89207,78832,10375,13.2,2020-12-07
1344,128609,90949,78234,12715,16.3,2020-12-08
1343,128609,92162,78544,13618,17.3,2020-12-09
1342,128609,91022,80497,10525,13.1,2020-12-10
1341,128609,91288,77669,13619,17.5,2020-12-11
1340,128609,88706,64485,24221,37.6,2020-12-12
1339,128609,90985,63683,27302,42.9,2020-12-13
1338,128609,96126,84182,11944,14.2,2020-12-14
1337,128609,97585,84708,12877,15.2,2020-12-15
1336,128609,98795,85132,13663,16.0,2020-12-16
1335,128609,97476,84185,13291,15.8,2020-12-17
1334,128609,97067,82899,14168,17.1,2020-12-18
1333,128609,94556,69628,24928,35.8,2020-12-19
1332,128609,92484,66560,25924,38.9,2020-12-20
1331,128609,95863,82906,12957,15.6,2020-12-21
1330,128609,94909,82109,12800,15.6,2020-12-22
1329,128609,96337,81349,14988,18.4,2020-12-23
1328,128609,94665,77124,17541,22.7,2020-12-24
1327,128609,94583,67327,27256,40.5,2020-12-25
1326,128609,92990,63604,29386,46.2,2020-12-26
1325,128609,92923,62840,30083,47.9,2020-12-27
1324,128609,96902,76803,20099,26.2,2020-12-28
1323,129191,98175,78915,19260,24.4,2020-12-29
1322,129191,99290,83916,15374,18.3,2020-12-30
1321,129191,99506,80632,18874,23.4,2020-12-31
1320,128209,98477,64942,33535,51.6,2021-01-01
1319,128209,97800,64982,32818,50.5,2021-01-02
1318,128209,96591,66473,30118,45.3,2021-01-03
1317,128209,97246,82840,14406,17.4,2021-01-04
1316,128209,97905,84497,13408,15.9,2021-01-05
1315,128209,98015,85568,12447,14.5,2021-01-06
1314,128209,98213,90195,8018,8.9,2021-01-07
1313,128209,98229,89858,8371,9.3,2021-01-08
1312,128209,92949,74232,18717,25.2,2021-01-09
1311,128209,92072,70738,21334,30.2,2021-01-10
1310,128209,99189,90564,8625,9.5,2021-01-11
1309,128209,98911,88089,10822,12.3,2021-01-12
1308,128209,97325,84235,13090,15.5,2021-01-13
1307,128209,97618,80757,16861,20.9,2021-01-14
1306,128209,97229,78869,18360,23.3,2021-01-15
1305,128209,95981,69347,26634,38.4,2021-01-16
1304,128209,96509,68310,28199,41.3,2021-01-17
1303,128209,100962,86673,14289,16.5,2021-01-18
1302,128209,101789,85348,16441,19.3,2021-01-19
1301,128209,99678,83468,16210,19.4,2021-01-20
1300,128209,98432,80435,17997,22.4,2021-01-21
1299,128209,97449,79367,18082,22.8,2021-01-22
1298,128209,93433,65370,28063,42.9,2021-01-23
1297,128209,95387,62201,33186,53.4,2021-01-24
1296,128209,99244,75047,24197,32.2,2021-01-25
1295,128209,98918,79190,19728,24.9,2021-01-26
1294,128209,98753,77213,21540,27.9,2021-01-27
1293,128820,99431,80655,18776,23.3,2021-01-28
1292,128820,100187,83971,16216,19.3,2021-01-29
1291,128820,97640,69215,28425,41.1,2021-01-30
1290,128820,97006,63574,33432,52.6,2021-01-31
1289,128820,97244,77878,19366,24.9,2021-02-01
1288,128820,100311,80457,19854,24.7,2021-02-02
1287,128820,98639,82594,16045,19.4,2021-02-03
1286,128820,99356,80804,18552,23.0,2021-02-04
1285,128820,98078,80698,17380,21.5,2021-02-05
1284,128820,95591,66340,29251,44.1,2021-02-06
1283,128820,97339,63698,33641,52.8,2021-02-07
1282,128820,95887,77950,17937,23.0,2021-02-08
1281,128820,95302,79114,16188,20.5,2021-02-09
1280,128820,95532,76269,19263,25.3,2021-02-10
1279,128820,92479,61009,31470,51.6,2021-02-11
1278,128820,86404,54836,31568,57.6,2021-02-12
1277,128820,87762,55686,32076,57.6,2021-02-13
1276,128820,88705,57687,31018,53.8,2021-02-14
1275,128820,94473,74829,19644,26.3,2021-02-15
1274,128820,95044,80711,14333,17.8,2021-02-16
1273,128820,95992,84749,11243,13.3,2021-02-17
1272,128820,96048,84067,11981,14.3,2021-02-18
1271,128820,95171,79299,15872,20.0,2021-02-19
1270,128820,91578,64603,26975,41.8,2021-02-20
1269,128820,90791,60140,30651,51.0,2021-02-21
1268,128820,95782,70422,25360,36.0,2021-02-22
1267,128820,96003,73896,22107,29.9,2021-02-23
1266,128820,94726,76281,18445,24.2,2021-02-24
1265,128820,94462,77701,16761,21.6,2021-02-25
1264,128820,93769,73253,20516,28.0,2021-02-26
1263,128820,90533,61810,28723,46.5,2021-02-27
1262,128820,87376,59511,27865,46.8,2021-02-28
1261,128820,91305,64904,26401,40.7,2021-03-01
1260,128820,92526,77208,15318,19.8,2021-03-02
1259,128820,90347,74748,15599,20.9,2021-03-03
1258,129114,92010,76597,15413,20.1,2021-03-04
1257,129114,90815,72682,18133,24.9,2021-03-05
1256,129114,86139,62607,23532,37.6,2021-03-06
1255,129114,86687,60702,25985,42.8,2021-03-07
1254,129114,90377,71789,18588,25.9,2021-03-08
1253,129114,90638,72893,17745,24.3,2021-03-09
1252,129114,90175,70943,19232,27.1,2021-03-10
1251,129114,89685,71172,18513,26.0,2021-03-11
1250,129114,89744,73861,15883,21.5,2021-03-12
1249,129114,83969,60715,23254,38.3,2021-03-13
1248,129114,84416,58921,25495,43.3,2021-03-14
1247,129114,89907,68220,21687,31.8,2021-03-15
1246,129114,89360,68547,20813,30.4,2021-03-16
1245,129114,88514,67684,20830,30.8,2021-03-17
1244,129114,87913,68081,19832,29.1,2021-03-18
1243,129114,87313,67369,19944,29.6,2021-03-19
1242,129114,84474,61460,23014,37.4,2021-03-20
1241,129114,85076,59578,25498,42.8,2021-03-21
1240,129114,85853,68873,16980,24.7,2021-03-22
1239,129114,86642,68079,18563,27.3,2021-03-23
1238,129114,86499,68196,18303,26.8,2021-03-24
1237,129114,86425,67429,18996,28.2,2021-03-25
1236,129114,86356,66019,20337,30.8,2021-03-26
1235,129114,79683,59268,20415,34.4,2021-03-27
1234,129114,80393,57877,22516,38.9,2021-03-28
1233,129114,84735,66819,17916,26.8,2021-03-29
1232,129114,85885,66325,19560,29.5,2021-03-30
1231,129114,87055,65755,21300,32.4,2021-03-31
1230,129361,86161,66192,19969,30.2,2021-04-01
1229,129361,86166,64600,21566,33.4,2021-04-02
1228,129361,81169,59025,22144,37.5,2021-04-03
1227,129361,77428,57780,19648,34.0,2021-04-04
1226,129361,78663,66231,12432,18.8,2021-04-05
1225,129361,76858,66622,10236,15.4,2021-04-06
1224,129361,77395,66289,11106,16.8,2021-04-07
1223,129361,78093,66706,11387,17.1,2021-04-08
1222,129361,77866,65500,12366,18.9,2021-04-09
1221,129361,77769,58226,19543,33.6,2021-04-10
1220,129361,77347,56651,20696,36.5,2021-04-11
1219,129361,77695,68966,8729,12.7,2021-04-12
1218,129361,79998,66770,13228,19.8,2021-04-13
1217,129361,79298,66263,13035,19.7,2021-04-14
1216,129361,79439,66365,13074,19.7,2021-04-15
1215,129361,80181,66009,14172,21.5,2021-04-16
1214,129361,79926,58589,21337,36.4,2021-04-17
1213,129361,79970,57397,22573,39.3,2021-04-18
1212,129361,81777,66072,15705,23.8,2021-04-19
1211,129361,80715,66393,14322,21.6,2021-04-20
1210,129361,80595,65940,14655,22.2,2021-04-21
1209,129361,79141,67265,11876,17.7,2021-04-22
1208,129361,80306,65461,14845,22.7,2021-04-23
1207,129361,75978,57782,18196,31.5,2021-04-24
1206,129361,77491,56810,20681,36.4,2021-04-25
1205,129361,77474,65456,12018,18.4,2021-04-26
1204,129361,78696,66283,12413,18.7,2021-04-27
1203,129361,79141,65551,13590,20.7,2021-04-28
1202,129361,79393,66022,13371,20.3,2021-04-29
1201,129361,78607,64304,14303,22.2,2021-04-30
1200,128441,77837,56758,21079,37.1,2021-05-01
1199,128441,75699,56721,18978,33.5,2021-05-02
1198,128441,77344,65471,11873,18.1,2021-05-03
1197,128441,79297,67838,11459,16.9,2021-05-04
1196,128441,80360,60540,19820,32.7,2021-05-05
1195,128441,80063,65436,14627,22.4,2021-05-06
1194,128441,80942,64780,16162,24.9,2021-05-07
1193,128441,80119,57311,22808,39.8,2021-05-08
1192,128441,78634,56138,22496,40.1,2021-05-09
1191,128441,78224,66682,11542,17.3,2021-05-10
1190,128441,79515,66134,13381,20.2,2021-05-11
1189,128441,76910,66063,10847,16.4,2021-05-12
1188,128441,77778,67558,10220,15.1,2021-05-13
1187,129540,78939,68888,10051,14.6,2021-05-14
1186,129540,74083,60555,13528,22.3,2021-05-15
1185,129540,73597,58503,15094,25.8,2021-05-16
1184,129540,78759,68368,10391,15.2,2021-05-17
1183,129540,80516,66240,14276,21.6,2021-05-18
1182,129540,77651,62006,15645,25.2,2021-05-19
1181,129540,80387,69140,11247,16.3,2021-05-20
1180,129540,78706,65806,12900,19.6,2021-05-21
1179,129540,78969,58452,20517,35.1,2021-05-22
1178,129540,78777,56815,21962,38.7,2021-05-23
1177,129540,80691,65847,14844,22.5,2021-05-24
1176,129540,82567,65408,17159,26.2,2021-05-25
1175,129540,82817,66876,15941,23.8,2021-05-26
1174,129540,81164,67738,13426,19.8,2021-05-27
